"","High","Low","Close","Rets","ATR","EWM_FAST","EWM_SLOW","MACD","signal","diffMACD","EMA_10","EMA_20","EMA_50","SMA_10","SMA_20","SMA_50","slopeClose","slopeMACD","ADX","RSI","Stoch","BinaryRets","BinaryRets_1","BinaryRets_2","label"
"X2008.04.30",1.989495,1.963364,1.987795,0.010257098321672,0.0186952836317153,1.98222529520394,1.98405102454649,-0.00182572934254921,-0.00217228798713991,0.000346558644590704,-0.00215495502536851,-0.00142334253971085,-0.000905889489929155,-0.00230368116637965,-0.0022543370055206,0.0016644759985439,-0.000606099925781629,3.56959071620134e-05,10.0752824128774,51.1817567949331,0.934943170946384,1,0,1,0
"X2008.05.02",1.989733,1.971104,1.971492,-0.00820154995862247,0.0186905490865928,1.98057401901872,1.98312072643194,-0.00254670741321639,-0.00224717187235521,-0.000299535540861179,-0.00222618273224995,-0.0015303296705209,-0.000970235290842379,-0.00212439407765068,-0.00246805124331728,0.0017899625654114,0.000186699997830694,-0.000143207381949367,10.1666351283472,46.2926089223802,0.0208277416930622,0,1,0,1
"X2008.05.05",1.978513,1.966414,1.972931,0.000729904052362357,0.0182197241518362,1.97939816993892,1.98236593188142,-0.0029677619425057,-0.00239128988638531,-0.000576472056120392,-0.00236101531593281,-0.0016672279821385,-0.00104856966933898,-0.0021603521240579,-0.00269385412200908,0.00188246694041686,0.000969899695870042,-0.000283578508217868,10.5827137558279,46.7758950172171,0.538639556988177,1,0,1,1
"X2008.05.06",1.977183,1.964212,1.97336,0.000217442982040433,0.0178448152838479,1.97846922071755,1.98169882581613,-0.00322960509858694,-0.00255895292882563,-0.000670652169761307,-0.00251894073096083,-0.00181602580275264,-0.00113410047048596,-0.00222408504219394,-0.0028992170141806,0.00194376869359302,0.00219999645067705,-0.000170442050920127,11.1237089227556,46.9292178776776,0.705265592475526,1,1,0,0
"X2008.05.07",1.97336,1.951105,1.952706,-0.0104664126160457,0.0181598284778587,1.97450564829946,1.97955120908901,-0.0050455607895501,-0.00305627450097053,-0.00198928628857957,-0.00297832619615888,-0.00212360056340001,-0.00128749107123357,-0.00259696541917014,-0.00308175014036423,0.00194746768888952,0.00436697223975139,-0.000504280606778057,12.4548553809641,40.8307899927049,0.0719388901370465,0,1,1,1
"X2008.05.08",1.961169,1.950687,1.955722,0.00154452334350379,0.0176114121580117,1.97161585625339,1.97778608248983,-0.00617022623643515,-0.00367906484806345,-0.0024911613883717,-0.00355867165802729,-0.00250899348464146,-0.00147897088163363,-0.00304038833082763,-0.00326247666212789,0.00187782185684102,0.0056011414247959,-0.000579606527842954,13.7152306368383,42.0157306823372,0.480347261972902,1,0,1,0
"X2008.05.09",1.9571,1.94651,1.954385,-0.000683634995157758,0.0171098827181537,1.96896495529133,1.97605266897206,-0.00708771368073036,-0.00436079461459683,-0.00272691906613352,-0.00420031566215512,-0.00294506207474516,-0.00169892157963743,-0.00349923775356982,-0.00343559200924042,0.00175591082766522,0.00407217749071381,-0.000612140247404137,15.1330277198522,41.6178387634108,0.743626062322946,0,1,0,1
"X2008.05.12",1.963017,1.945185,1.955608,0.000625772301772667,0.0171614625239999,1.96691003909266,1.9745382490482,-0.00762820995554025,-0.00501427768278552,-0.00261393227275474,-0.00482356917004333,-0.00339107615863041,-0.00193144269241793,-0.00403977063174594,-0.00363860725829736,0.0015856895845484,0.0032889881404682,-0.000462419265394132,15.7789472436599,42.1574492335728,0.584510991476,1,0,1,0
"X2008.05.13",1.957598,1.942993,1.946396,-0.00471055548964823,0.0169788580579999,1.96375403307841,1.9724536380076,-0.00869960492918875,-0.00575134313206616,-0.00294826179712259,-0.00552830294443341,-0.00389665032725501,-0.00219686081935012,-0.00477400042938543,-0.00387509946472891,0.00137009573783808,0.00265029379471089,-0.000204072187314014,16.526469115174,39.2171698137504,0.233002396439579,0,1,0,1
"X2008.05.14",1.947458,1.938097,1.946586,9.7616312405036e-05,0.0164347253395713,1.96111279722019,1.9705375166737,-0.00942471945350953,-0.00648601839635484,-0.00293870105715469,-0.00623674230971997,-0.00442313310118401,-0.00248030625598382,-0.00546258388418124,-0.00407607769524107,0.00112605160451416,0.00174789821996846,-0.00011164220639167,17.5449887196945,39.3111870058986,0.906847559021473,1,0,1,1
"X2008.05.15",1.949812,1.940994,1.947609,0.000525535475956365,0.0158906735296019,1.95903528995555,1.9688391080312,-0.00980381807565811,-0.00714957833221549,-0.00265423974344262,-0.00688530153989054,-0.00493557928922917,-0.00276750279793183,-0.00626039275749213,-0.00428203696193589,0.000861427949009506,0.00141879904798959,-1.79410138998893e-05,18.2021183491874,39.850652899244,0.750170106600116,1,1,0,1
"X2008.05.16",1.959478,1.944806,1.956717,0.00467650334333027,0.0158036254203447,1.95867862996239,1.96794117410297,-0.00926254414058159,-0.00757217149388871,-0.00169037264669287,-0.00731752746728891,-0.00534767117983416,-0.00302221030156516,-0.00693197643022865,-0.00452818525393966,0.000588321575619708,0.00105979960321983,0.000214114127308359,17.7240570427102,44.5745121108706,0.81181842966194,1,1,1,0
"X2008.05.19",1.962016,1.945828,1.949584,-0.00364539174545939,0.0158310807474629,1.95727945612202,1.96658138342867,-0.0093019273066548,-0.00791812265644193,-0.00138380465021287,-0.00767832743808271,-0.00572426700143613,-0.00326847371352946,-0.00756539296664356,-0.00486287254535073,0.000267883458854254,0.00240259537702394,0.000437724242471769,17.0183104096025,41.8054492894979,0.232023721275023,0,1,1,1
"X2008.05.20",1.971803,1.948482,1.968,0.00944611773588621,0.016366074979787,1.95892877056478,1.96668646613766,-0.00775769557287576,-0.0078860372397287,0.00012834166685294,-0.00769275800804508,-0.00591792686538276,-0.00344452162958225,-0.00801820201407244,-0.00512114352813319,-5.96438800230059e-05,0.00475056426298641,0.000740451918802183,16.167741622302,50.376622912676,0.836928090562154,1,0,1,1
"X2008.05.21",1.973282,1.962824,1.971414,0.00173475609756099,0.0159440696240879,1.96084957509328,1.96703665383117,-0.00618707873788771,-0.0075462455393605,0.00135916680147279,-0.00741899814074374,-0.0059435603770499,-0.00355207288873149,-0.0081323538089062,-0.00536465961403817,-0.000374574941764187,0.00503595742748548,0.000984552422214385,15.5078830852155,51.7940841939501,0.8213807611398,1,1,0,1
"X2008.05.22",1.984993,1.9699,1.98059,0.00465452715665004,0.0158832789366531,1.96388656354047,1.96804060539923,-0.00415404185876156,-0.00686780480324071,0.00271376294447915,-0.00682536972583789,-0.00577313004197482,-0.00357567951500718,-0.00793073537113884,-0.00548556185098323,-0.000657616030686605,0.00366828354606499,0.00115512374963797,15.8293380932503,55.4753718984682,0.708275359438155,1,1,1,1
"X2008.05.23",1.984599,1.976402,1.982318,0.000872467295098911,0.0153342590126064,1.96672216914963,1.96909819018447,-0.00237602103484491,-0.00596944804956155,0.00359342701471664,-0.00601639723656644,-0.00544959585081959,-0.00352863408441258,-0.0074595661065503,-0.00547940193006006,-0.000943165191173558,0.000617299921590805,0.0012539878034556,16.1278320292826,56.1544195674006,0.72172746126632,1,1,1,0
"X2008.05.26",1.983183,1.976597,1.982082,-0.000119052543537477,0.0147093833688488,1.96908522004968,1.97005995387451,-0.000974733824826712,-0.00497050520461458,0.00399577137978787,-0.00509973116170467,-0.00502341851501074,-0.00342848113305627,-0.00679421849347894,-0.00541699456261244,-0.00123660860533088,-0.00163989852995647,0.000996911633656744,16.405004969884,56.0287402630277,0.8328272092317,0,1,1,0
"X2008.05.27",1.984599,1.972503,1.976011,-0.00306294088741028,0.0145227131282168,1.97015072465742,1.97050077210603,-0.000350047448603563,-0.00404641365341238,0.00369636620480882,-0.00423615230477719,-0.0045783355563053,-0.00330775824346989,-0.00595926274542042,-0.00536663158740293,-0.00152260069784353,-0.000860599787537441,0.000595640653756057,16.1668407371273,52.7576099070449,0.29001322751323,0,0,1,1
"X2008.05.28",1.982711,1.971998,1.980982,0.00251567425484983,0.0142505907619156,1.97181707471013,1.97127715935743,0.000539915352695042,-0.0031291478521909,0.00366906320488594,-0.00336777636705497,-0.00409088308878146,-0.00315686908283597,-0.00496279926479997,-0.0052126915744906,-0.00175532589057745,0.00249969479356096,0.000201353968369382,15.8841389808623,55.0706610518313,0.838607299542624,1,0,0,0
"X2008.05.29",1.982003,1.969008,1.976206,-0.00241092549048912,0.014160905707493,1.97249229398549,1.97164225866429,0.000850035321203091,-0.0023333112175121,0.00318334653871519,-0.00260090151464441,-0.00362031943068769,-0.00299973557679522,-0.00389741392511385,-0.00507890334130299,-0.00197075143029119,0.00556584252527912,-0.000114686912187655,15.2502161122369,52.4153401086715,0.553905348210842,0,1,0,1
"X2008.05.30",1.982789,1.969008,1.982789,0.00333113045907158,0.0141337695855292,1.97407640260311,1.97246794320768,0.00160845939543375,-0.00154495709492293,0.00315341649035668,-0.00183556316735747,-0.0031223404948666,-0.00281902204847252,-0.00281031357151231,-0.00487114500087048,-0.00211851729268468,0.00527245114362211,-0.000219772940957246,14.7475829006896,55.5935802691588,1,1,0,1,0
"X2008.06.02",1.976285,1.960285,1.965911,-0.00851225218618822,0.0147316431865628,1.97282018681802,1.97198224371081,0.000837943107204975,-0.00106837705449735,0.00190632016170232,-0.00134947111743703,-0.00274517062800264,-0.00267561165021066,-0.00179632653012634,-0.00468085974838495,-0.00224027553481423,0.00421927496224858,-0.000409573857172116,14.1434283309174,46.9374961012043,0.351624999999994,0,1,0,0
"X2008.06.03",1.973593,1.961207,1.962516,-0.00172693473916166,0.0145640972446655,1.97123492730755,1.97128104047297,-4.61131654210245e-05,-0.000863924276682084,0.000817811111261059,-0.00111249694434321,-0.0024881175363282,-0.00257249406257185,-0.00102516828938086,-0.00452168515172665,-0.00234330121699762,0.00212269681181581,-0.000697952943093034,13.582427658986,45.4060079977163,0.105683836589698,0,0,1,0
"X2008.06.04",1.963942,1.953201,1.953888,-0.00439639727778008,0.0142910188700465,1.96856616926024,1.9699926671046,-0.00142649784436855,-0.000976438990219376,-0.00045005885414917,-0.00116958801707509,-0.00238701089899871,-0.00252755303440701,-0.000549110200028946,-0.00434073200446757,-0.00245141169486783,0.00379878172681404,-0.000960241321347867,13.8971676559622,41.6836787032034,0.0639605250907827,0,0,0,1
"X2008.06.05",1.959632,1.946813,1.95779,0.00199704384284045,0.0141858746650432,1.96690829706635,1.9690887658376,-0.00218046877124323,-0.00121724494642415,-0.00096322382481908,-0.00135338451783293,-0.00236734022016485,-0.00251394188683196,-0.000351752891277113,-0.00414124413120798,-0.00257967384482463,0.00610982397239231,-0.00105896556877594,14.7569663930377,43.9226610909542,0.856307044231211,1,0,0,1
"X2008.06.06",1.973399,1.954194,1.970016,0.00624479642862619,0.0145443836175401,1.96738640520999,1.96915744984963,-0.00177104463963507,-0.00132800488506633,-0.000443039754568736,-0.00142932272179696,-0.0023105501648763,-0.00248480866145169,-0.000291255251756128,-0.00387541067915321,-0.00271038938858195,0.00450806946105194,-0.000647975386173281,13.9039956240792,50.3543308339397,0.823847956261394,1,1,0,1
"X2008.06.09",1.980002,1.967381,1.974217,0.00213246999009151,0.0144069990734301,1.96843726594692,1.96953223134225,-0.00109496539533094,-0.00128139698711925,0.000186431591788314,-0.00136853048062132,-0.00219478018682436,-0.00243030500395676,-0.000303278408806551,-0.00354874845114275,-0.00283387137427693,0.00416477591998933,-0.000125573993276454,13.3458137816272,52.3755762442994,0.54163695428255,1,1,1,0
"X2008.06.10",1.975387,1.952401,1.953583,-0.0104517385880073,0.0150197848538994,1.96615199426278,1.96835080679838,-0.00219881253560161,-0.00146488009681572,-0.000733932438785889,-0.0015194908542541,-0.00219516422004124,-0.00242122686794283,-0.000488154917506356,-0.00322370883146339,-0.00296422938159604,0.00265299377572653,5.81908246677143e-05,13.2810267083945,43.0949112420996,0.0514226050639528,0,1,1,1
"X2008.06.11",1.966607,1.950382,1.964019,0.00534197932721563,0.0151058716500494,1.96582384129927,1.96802993222072,-0.00220609092144808,-0.0016131222617422,-0.000592968659705883,-0.00164432723010755,-0.00219620485827047,-0.00241279016415872,-0.000762755544920668,-0.00286277740486032,-0.00306478851118686,0.00268519354632946,4.49617645706265e-05,13.3754934507527,48.1035873470008,0.840493066255775,1,0,1,0
"X2008.06.12",1.964019,1.94371,1.947495,-0.00841336056321247,0.0154775236750459,1.96300401956092,1.9665088261303,-0.00350480656937369,-0.00199145912326849,-0.00151334744610519,-0.00198259620088321,-0.00232083359266125,-0.00245561433691225,-0.00119823973397835,-0.0025478268295461,-0.0031729440855251,0.00132909921737929,-0.000292001555157549,13.9564918961755,41.82611045951,0.186370574622086,0,1,0,0
"X2008.06.13",1.950725,1.941785,1.946889,-0.000311168963206521,0.0150105576982569,1.96052478578232,1.9650555056762,-0.00453071989388132,-0.00249931127739106,-0.00203140861649026,-0.00244589141779196,-0.00253129895468221,-0.00253699102542084,-0.00181215766290985,-0.00231123561721108,-0.00329811003025708,-0.00244989509857609,-0.000521509495108953,14.6334111398659,41.6116414107132,0.570917225950786,0,0,1,1
"X2008.06.16",1.968581,1.947192,1.964289,0.00893733541049328,0.0154878035769528,1.96110389566196,1.96499872747796,-0.00389483181600081,-0.00277841538511301,-0.0011164164308878,-0.0027093351265572,-0.00266115922718874,-0.00259023968387496,-0.00228543515523043,-0.00204088084267838,-0.0034069725792037,-0.00833950666436583,-0.000220340790532967,13.6485126808913,49.6024047330901,0.799336107344898,1,0,0,0
"X2008.06.17",1.969396,1.947306,1.957713,-0.00334777621826519,0.0159593890357419,1.96058221940628,1.96445904396108,-0.00387682455480109,-0.00299809721905063,-0.000878727335750469,-0.00292160593169246,-0.00277693687743754,-0.00264069399253873,-0.00266850629416844,-0.00184683729177465,-0.00350206212519659,-0.00956370840933678,-1.74586336854042e-05,12.8017829913224,46.9852991901629,0.471118153010416,0,1,0,1
"X2008.06.18",1.961015,1.948216,1.958787,0.000548599309500432,0.0157336469617603,1.96030603180531,1.96403889255655,-0.00373286075124235,-0.00314504992548897,-0.000587810825753379,-0.00306910680797426,-0.00286797724637133,-0.0026835240615075,-0.00289914258485582,-0.00172412639244238,-0.00354882137490388,-0.00669769984708799,0.000300375443110509,12.0155339938655,47.4727494817623,0.825923900304719,1,0,1,1
"X2008.06.19",1.974607,1.95871,1.972386,0.00694256190183002,0.0157453150359203,1.96216448845065,1.96465719681162,-0.00249270836097559,-0.0030145816125863,0.000521873251610703,-0.00296430709033813,-0.00283223735252412,-0.00267604109285919,-0.00293036654382905,-0.00164105971755308,-0.00354756162610016,-0.00270249342078689,0.000563516874485128,12.3816025433543,53.3247942109743,0.860288104673836,1,1,0,1
"X2008.06.20",1.978983,1.970482,1.97371,0.000671268200037976,0.015227863961926,1.9639407209967,1.96532777482558,-0.00138705382887538,-0.00268907605584411,0.00130202222696873,-0.00267753377007218,-0.00269460082646233,-0.00262549257270296,-0.00289196746275309,-0.00159161135725461,-0.00350279456790807,0.00276659294144405,0.000623747709415399,13.0257113029146,53.8637227853581,0.379720032937308,1,1,1,0
"X2008.06.23",1.975894,1.959017,1.965409,-0.00420578504440881,0.015345659393217,1.96416661007413,1.96533379150516,-0.00116718143103145,-0.00238469713088158,0.00121751569985013,-0.00240292425388296,-0.00254913231261177,-0.00256830390048055,-0.00289918906632314,-0.00160123373756484,-0.00345478009704067,0.00362358414025943,0.000608231837388014,12.5256008303187,49.9681996856783,0.378740297446225,0,1,1,1
"X2008.06.24",1.972114,1.962901,1.970405,0.00254196454783712,0.0149076122937015,1.96512636237042,1.96570943657886,-0.000583074208435619,-0.00202437254639239,0.00144129833795677,-0.00207204242743799,-0.00236188868364261,-0.00249045175569447,-0.00273761523360654,-0.00161288507555645,-0.00338704636519823,0.00148719890355637,0.000475386041754839,12.0612125343368,52.2084533798823,0.814501248236191,1,0,1,1
"X2008.06.25",1.976793,1.966491,1.974684,0.0021716347654417,0.0145786399870085,1.96659676815959,1.9663742190545,0.000222549105090453,-0.00157498821609582,0.00179753732118627,-0.00165484396697827,-0.00211575175138232,-0.00238405956507546,-0.00249475123095269,-0.00162875338793668,-0.00327449228623109,-0.00246069503346868,0.000269060418521175,12.0096173624943,54.1039831435817,0.795282469423422,1,1,0,1
"X2008.06.26",1.989337,1.972192,1.987597,0.00653927413196236,0.0147619514165079,1.96982757305811,1.96794627690231,0.00188129615580057,-0.000883731341716542,0.00276502749751711,-0.0010119093992003,-0.00173508052212681,-0.0022167907132764,-0.00195614095843526,-0.0015771903462068,-0.00312317370827984,-0.00192029763960303,0.000350603201877604,12.8506069938538,59.3444385932567,0.898512685914269,1,1,1,1
"X2008.06.27",1.995291,1.982711,1.994098,0.00327078376552182,0.0146060977439002,1.97356148489532,1.96988344157621,0.00367804331911148,2.8623590449062e-05,0.00364941972866242,-0.000159190723143611,-0.00121954491819935,-0.00198562075122197,-0.00113526463713598,-0.00147371115002292,-0.0029628212758875,-0.00337948713430864,0.00061875364275395,13.9959723584771,61.7145331995952,0.90516693163752,1,1,1,0
"X2008.06.30",1.996606,1.988506,1.992985,-0.000558147092068654,0.0141413764764788,1.97654971798835,1.97159466812612,0.00495504986222839,0.00101390884480493,0.00394114101742346,0.00077067120146948,-0.00063148827244433,-0.00171343758991019,-0.00025027646931306,-0.00126785581227175,-0.00281155664907426,-0.00179529807119179,0.000685156669427694,15.1391386045856,61.0582522918385,0.552962962962951,0,1,1,0
"X2008.07.02",1.996885,1.984915,1.992508,-0.000239339483237486,0.0139862781567303,1.97900483829784,1.97314380382048,0.00586103447735153,0.00198333397131425,0.00387770050603729,0.0016961917970844,-1.31527724637715e-05,-0.00141639946962542,0.000723509433902203,-0.000972498430133117,-0.00264249044118269,-0.00357888471997397,0.000533643938304529,15.7915079739515,60.7600381342321,0.634335839598992,0,0,1,0
"X2008.07.03",1.993581,1.980786,1.982907,-0.00481855028938402,0.013901186859821,1.9796051708674,1.97386700353749,0.00573816732991395,0.00273430064303419,0.00300386668687976,0.00243109643941704,0.000534591999191249,-0.00113582822258466,0.00167061224201783,-0.000614265171418993,-0.00250139195418865,-0.00915404429905573,7.05959154927374e-05,15.938031587993,54.9432771049093,0.165767878077376,0,0,0,1
"X2008.07.04",1.985033,1.980276,1.983419,0.000258206764109496,0.0132480306555481,1.98019191381088,1.97457455883101,0.00561735497987126,0.0033109115104016,0.00230644346946966,0.00301041617404508,0.00101866466401792,-0.00087099750876286,0.00248161857610252,-0.000224373983863269,-0.00235432491219402,-0.00974189180531984,-0.000362322669037957,16.016557494746,55.1896425347648,0.660710531847811,1,0,0,0
"X2008.07.07",1.982986,1.965486,1.976402,-0.00353783038278853,0.0135826713230089,1.97960885014766,1.97470992484352,0.00489892530414138,0.00362851426914956,0.00127041103499182,0.00335378147042623,0.00138821329641063,-0.00064472602590387,0.00311021648940419,0.000109124513325554,-0.00220636201704503,-0.00987247924431289,-0.00069127159003355,15.1261333083392,51.0683082993252,0.62377142857143,0,1,0,0
"X2008.07.08",1.978787,1.967265,1.968698,-0.00389799241247476,0.0134354805142226,1.97793025781726,1.97426459707734,0.00366566073991836,0.00363594356330332,2.97171766150445e-05,0.00341048679215207,0.00160511305293517,-0.000475691250773586,0.00359350070649918,0.000347155820088019,-0.00208859117877108,-0.0071672772701265,-0.000942941951604156,14.2993108495328,46.9251159945414,0.124370768963723,0,0,1,1
"X2008.07.09",1.983852,1.967807,1.9822,0.00685833987742147,0.0136218747632067,1.97858714122998,1.97485240470124,0.00373473652874723,0.0036557021563921,7.90343723551276e-05,0.00346944128971483,0.00180793433634585,-0.000310576435890417,0.00402528178021746,0.000643833273305461,-0.00198675030914026,-0.0021644966197385,-0.000812638913306302,13.5073362040884,53.973057050892,0.89703957619196,1,0,0,0
"X2008.07.10",1.982553,1.971803,1.977613,-0.0023140954495005,0.0134167408515491,1.97843727334845,1.97505689324189,0.00338038010656194,0.00360063774642607,-0.000220257639864128,0.00345324834732339,0.00195769107636643,-0.000165833042068756,0.00434106488036461,0.000923156824705962,-0.00186836500889799,-0.000892399763104337,-0.000624477806954016,12.7719311761757,51.4723516061603,0.540465116279077,0,1,0,1
"X2008.07.11",1.994893,1.975582,1.989416,0.005968306235851,0.0138377593621527,1.98012630821792,1.97612053077952,0.00400577743839348,0.00368166568481955,0.000324111753573925,0.00355370818206341,0.002152746920369,-2.24047420749194e-06,0.0045535130086239,0.00129868602509432,-0.00175173487327914,0.00181109801981787,-0.000214257334652916,13.1660112752449,56.9939343677425,0.716379265703489,1,0,1,1
"X2008.07.14",1.996207,1.9822,1.994018,0.0023132416749438,0.0138498479791418,1.98226349156901,1.9774462692403,0.00481722232870707,0.00390877701359706,0.000908445315110016,0.00378343802690771,0.00240650648306787,0.000186758067083275,0.00466743090958346,0.00176608313622374,-0.00160445627844067,0.00488306118859321,0.00020025336314406,13.6343736026283,58.9549196773836,0.843720996644536,1,1,0,1
"X2008.07.15",2.013288,1.993859,2.003607,0.00480888337016018,0.0142483588377745,1.9855471082507,1.97938410114843,0.00616300710227247,0.00435962303133214,0.00180338407094033,0.0042160869497013,0.00276426844680164,0.000421120774345596,0.00478822663358787,0.0022689750821374,-0.0014218408975451,0.0072549727097209,0.000457740203244946,15.2002094348386,62.7647870420871,0.501724226671471,1,1,1,0
"X2008.07.16",2.009404,1.996606,1.998601,-0.00249849396613211,0.0141447617779335,1.98755539928905,1.98080757513743,0.00674782415162101,0.00483726325538991,0.00191056089623109,0.00467640280459579,0.00314365470440348,0.000669226789140711,0.00487690560101481,0.00280020751745851,-0.00122229231254094,0.00751825834226303,0.000574090875885989,16.6541998504624,59.6518190960083,0.155883731833098,0,1,1,0
"X2008.07.17",2.006702,1.995411,1.997603,-0.000499349294831762,0.0139409216509383,1.98910118401381,1.98205168068281,0.00704950333100673,0.00527971127051328,0.00176979206049346,0.0051078756275796,0.00351564028788951,0.000919433712351143,0.00500803920112409,0.00333932572157096,-0.000980391030129808,0.00169709837070308,0.000389347599822077,17.8518259167587,59.0233172139239,0.194136923213173,0,0,1,1
"X2008.07.18",1.9998,1.991318,1.999001,0.00069983875674997,0.0135509986758712,1.99062423262707,1.98330718581741,0.00731704680965906,0.00568717837834243,0.00162986843131662,0.00550954311523041,0.00387767900424851,0.00117032050048086,0.00517800838410287,0.0038298134801027,-0.000710645569207924,0.00141379905801888,0.000140925421263709,18.4406321194509,59.6644270415977,0.905800518745581,1,0,0,1
"X2008.07.21",2.004008,1.991199,2.001721,0.00136067965948983,0.0134979987704519,1.99233142760752,1.98467117205316,0.00766025555436234,0.00608179381354641,0.00157846174081592,0.00590058174052712,0.00423792438997364,0.00142482775749582,0.00545414140912497,0.00428217894926458,-0.00041568618450607,0.000932199729973807,-7.30537123863693e-05,19.2899099099099,60.9447555419631,0.821453665391525,1,1,0,0
"X2008.07.22",2.007669,1.990406,1.992786,-0.00446365902141203,0.0137669274297053,1.99240136182175,1.98527227041959,0.00712909140215712,0.00629125333126856,0.000837838070888562,0.00612394713355076,0.00451327362922921,0.00164852437101195,0.00580048447534884,0.00469699259092401,-0.000120540157352123,0.00301549085982798,-0.000233677592782921,20.3321140997966,54.792114481459,0.137867114638246,0,1,1,1
"X2008.07.23",2.002884,1.990882,1.997443,0.00233692930399959,0.0136408611847263,1.99317699846456,1.98617380594407,0.00700319252048986,0.00643364116911282,0.000569551351377047,0.00628380993117605,0.00475040876173022,0.00185851135726599,0.00612733007452311,0.00507630592737028,0.00019351579164145,0.00346358614971167,-0.000319251167019922,21.2998751332628,57.2164801017053,0.546658890184979,1,0,1,0
"X2008.07.24",1.998961,1.982278,1.987242,-0.00510702933700743,0.0138581568143887,1.9922639217777,1.98625293142969,0.00601099034800989,0.00634911100489223,-0.000338120656882341,0.00623420637060038,0.00487046415089971,0.0020213536706285,0.0063903910986679,0.00536572798951626,0.000502229987671838,-0.000186799997827162,-0.000494488816279675,21.0322577600296,50.7911799859642,0.297548402565484,0,1,0,1
"X2008.07.25",1.997802,1.984206,1.99001,0.00139288521478517,0.0138394313276467,1.99191716458113,1.98653123280527,0.005385931775862,0.00615647515908619,-0.00077054338322419,0.0060799746261025,0.00491955630565803,0.00215329791004942,0.00652840653241475,0.00554095977051933,0.00080602498470224,0.000903999753745639,-0.000587396830027608,20.7837559134559,52.3546892755088,0.426890261841724,1,0,1,1
"X2008.07.28",1.996327,1.984796,1.994098,0.00205426103386409,0.0136745433756719,1.9922526777225,1.98709173407895,0.00516094364354247,0.00595736885597744,-0.000796425212434974,0.00591287808381885,0.00494254557593274,0.00227124480155895,0.00656277866389829,0.00561510478674088,0.00109449474038472,0.00185409787539929,-0.000460862097496733,20.5530041987803,54.6465957451263,0.806694996097473,1,1,0,0
"X2008.07.29",1.996686,1.976793,1.980786,-0.00667569999067247,0.0141187188488382,1.9904885734575,1.9866246426657,0.00386393079179892,0.00553868124314174,-0.00167475045134282,0.0055403422125425,0.00483982035839618,0.00233370307568601,0.00633287103285094,0.0055605488332194,0.0013578119023538,0.00327068833732734,-0.000494690775745828,19.2967267985054,46.7587761729355,0.200723872719043,0,1,1,1
"X2008.07.30",1.983812,1.975114,1.9811,0.000158522929786533,0.0137315246453498,1.98904417754096,1.98621540987565,0.0028287676653127,0.00499669852757593,-0.00216793086226323,0.00504732865850072,0.00464829153048347,0.00235311737331843,0.00594096538422011,0.00540893549261746,0.00156954116711757,0.00461986713217925,-0.000456382716202118,17.9295977903937,46.9532778861096,0.688204184870101,1,0,1,1
"X2008.07.31",1.992508,1.978866,1.983104,0.00101155923476851,0.0137251300278248,1.98813030407312,1.98598493507004,0.00214536900307638,0.00442643262267602,-0.00228106361959964,0.00451969963024175,0.0044099179564447,0.00234497037840697,0.00545055195142707,0.00522929557627558,0.00173619012193685,0.00264419383745898,-0.000439254584007315,17.6017566298021,48.2525995843362,0.310658261252015,1,1,0,0
"X2008.08.01",1.984284,1.973165,1.974295,-0.00444202623765575,0.0135389778829801,1.98600179575418,1.98511901395374,0.000882781800434662,0.00371770245822775,-0.00283492065779309,0.0038584418430041,0.00407400022730089,0.00228762964985904,0.00480712545050463,0.00499256691730375,0.00183692659512077,-0.00140469907609153,-0.000468330371657147,16.6070036867901,43.239023689913,0.101627844230584,0,1,1,0
"X2008.08.04",1.976011,1.960208,1.961207,-0.00662920181634456,0.0137006937484816,1.982187211792,1.98334775366087,-0.00116054186887671,0.00274205359280686,-0.00390259546168357,0.00294589934993486,0.00357547240861731,0.0021524072373596,0.00392504570818073,0.00468959355865285,0.00186123617844014,-0.00593893017522726,-0.000512267936811613,16.4369633689721,37.0753030457611,0.0632158450927021,0,0,1,0
"X2008.08.05",1.961207,1.952515,1.955608,-0.00285487457468789,0.0133429299093043,1.97809810228554,1.9812929570934,-0.00319485480786552,0.00155467191267238,-0.0047495267205379,0.00182939859397115,0.00293067934038085,0.00194271068656646,0.00289265108717847,0.00434656778126366,0.00181683375877936,-0.0101212543794461,-0.000678472251757486,16.8882375709348,34.7904958841963,0.355844454670966,0,0,0,0
"X2008.08.06",1.958979,1.946965,1.948216,-0.00377989862999132,0.013248006344354,1.97350085578007,1.97884281212352,-0.00534195634345114,0.000175346261447679,-0.00551730260489882,0.000525515878076191,0.00214280927525399,0.00165703746970302,0.00165813620078437,0.00389273313765374,0.00171699558088241,-0.00559404164725814,-0.000838708206676349,17.7029372489728,31.9877441520581,0.104128516730472,0,0,0,0
"X2008.08.07",1.953888,1.9422,1.943597,-0.00237088700636887,0.0131365773197573,1.96890026258314,1.97623201122548,-0.00733174864234631,-0.00132607271931112,-0.00600567592303519,-0.000903077671091537,0.00124047042595872,0.00130453605354422,0.000323862301748745,0.00335712670020832,0.00155956230098158,-0.00272789323353032,-0.000795621599490105,18.7779219546561,30.3428028926273,0.119524298425742,0,0,0,0
